bottleneck_id,cpu_name,gpu_name,balance,wqhd,four_k,game_appropriate,game_delivery,video_editing,encode,created_at,updated_at
217,Core i9 10900K,RTX 2080 Ti,4,0,4,1,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
218,Core i9 10900K,RTX 2080 Super,4,0,4,2,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
219,Core i9 10900K,RTX 2080,3,0,3,4,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
220,Core i9 10900K,RTX 2070 Super,3,0,3,4,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
221,Core i9 10900K,RTX 2070,2,0,2,5,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
222,Core i9 10900K,RTX 2060 Super,2,0,2,5,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
223,Core i9 10900K,RTX 2060,1,0,1,7,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
224,Core i9 10900K,GTX 1660 Ti,1,0,1,8,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
225,Core i9 10900K,GTX 1660 Super,1,0,1,8,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
226,Core i9 10900K,GTX 1660,1,0,1,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
227,Core i9 10900K,GTX 1650 Super,1,0,1,10,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
228,Core i9 10900K,GTX 1650,1,0,1,10,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
229,Core i7 10700K,RTX 2080 Ti,4,0,4,2,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
230,Core i7 10700K,RTX 2080 Super,4,0,4,3,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
231,Core i7 10700K,RTX 2080,4,0,3,4,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
232,Core i7 10700K,RTX 2070 Super,4,0,3,4,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
233,Core i7 10700K,RTX 2070,3,0,2,5,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
234,Core i7 10700K,RTX 2060 Super,3,0,2,5,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
235,Core i7 10700K,RTX 2060,2,0,1,7,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
236,Core i7 10700K,GTX 1660 Ti,2,0,1,8,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
237,Core i7 10700K,GTX 1660 Super,2,0,1,8,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
238,Core i7 10700K,GTX 1660,1,0,1,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
239,Core i7 10700K,GTX 1650 Super,1,0,1,10,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
240,Core i7 10700K,GTX 1650,1,0,1,10,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
241,Core i7 10700,RTX 2080 Ti,3,0,4,3,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
242,Core i7 10700,RTX 2080 Super,3,0,4,4,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
243,Core i7 10700,RTX 2080,4,0,3,5,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
244,Core i7 10700,RTX 2070 Super,4,0,3,5,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
245,Core i7 10700,RTX 2070,4,0,2,6,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
246,Core i7 10700,RTX 2060 Super,4,0,2,6,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
247,Core i7 10700,RTX 2060,3,0,1,7,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
248,Core i7 10700,GTX 1660 Ti,3,0,1,8,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
249,Core i7 10700,GTX 1660 Super,3,0,1,8,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
250,Core i7 10700,GTX 1660,2,0,1,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
251,Core i7 10700,GTX 1650 Super,2,0,1,10,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
252,Core i7 10700,GTX 1650,1,0,1,10,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
253,Core i5 10400,RTX 2080 Ti,1,0,2,5,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
254,Core i5 10400,RTX 2080 Super,1,0,2,5,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
255,Core i5 10400,RTX 2080,1,0,2,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
256,Core i5 10400,RTX 2070 Super,2,0,1,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
257,Core i5 10400,RTX 2070,2,0,1,7,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
258,Core i5 10400,RTX 2060 Super,3,0,1,7,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
259,Core i5 10400,RTX 2060,4,0,1,8,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
260,Core i5 10400,GTX 1660 Ti,4,0,1,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
261,Core i5 10400,GTX 1660 Super,4,0,1,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
262,Core i5 10400,GTX 1660,4,0,1,10,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
263,Core i5 10400,GTX 1650 Super,4,0,1,10,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
264,Core i5 10400,GTX 1650,4,0,1,11,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
265,Ryzen 9 3900X,RTX 2080 Ti,3,0,4,4,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
266,Ryzen 9 3900X,RTX 2080 Super,4,0,4,5,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
267,Ryzen 9 3900X,RTX 2080,4,0,3,6,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
268,Ryzen 9 3900X,RTX 2070 Super,4,0,3,6,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
269,Ryzen 9 3900X,RTX 2070,3,0,3,6,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
270,Ryzen 9 3900X,RTX 2060 Super,2,0,2,7,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
271,Ryzen 9 3900X,RTX 2060,2,0,2,7,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
272,Ryzen 9 3900X,GTX 1660 Ti,2,0,1,8,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
273,Ryzen 9 3900X,GTX 1660 Super,2,0,1,8,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
274,Ryzen 9 3900X,GTX 1660,1,0,1,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
275,Ryzen 9 3900X,GTX 1650 Super,1,0,1,10,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
276,Ryzen 9 3900X,GTX 1650,1,0,1,10,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
277,Ryzen 7 3700X,RTX 2080 Ti,2,0,4,4,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
278,Ryzen 7 3700X,RTX 2080 Super,3,0,4,5,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
279,Ryzen 7 3700X,RTX 2080,3,0,3,6,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
280,Ryzen 7 3700X,RTX 2070 Super,4,0,3,6,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
281,Ryzen 7 3700X,RTX 2070,4,0,2,6,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
282,Ryzen 7 3700X,RTX 2060 Super,4,0,2,7,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
283,Ryzen 7 3700X,RTX 2060,4,0,2,7,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
284,Ryzen 7 3700X,GTX 1660 Ti,3,0,1,8,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
285,Ryzen 7 3700X,GTX 1660 Super,3,0,1,8,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
286,Ryzen 7 3700X,GTX 1660,3,0,1,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
287,Ryzen 7 3700X,GTX 1650 Super,2,0,1,10,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
288,Ryzen 7 3700X,GTX 1650,1,0,1,10,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
289,Ryzen 5 3600,RTX 2080 Ti,1,0,2,6,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
290,Ryzen 5 3600,RTX 2080 Super,1,0,2,6,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
291,Ryzen 5 3600,RTX 2080,1,0,2,7,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
292,Ryzen 5 3600,RTX 2070 Super,2,0,2,7,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
293,Ryzen 5 3600,RTX 2070,2,0,1,8,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
294,Ryzen 5 3600,RTX 2060 Super,2,0,1,8,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
295,Ryzen 5 3600,RTX 2060,3,0,1,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
296,Ryzen 5 3600,GTX 1660 Ti,4,0,1,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
297,Ryzen 5 3600,GTX 1660 Super,4,0,1,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
298,Ryzen 5 3600,GTX 1660,4,0,1,10,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
299,Ryzen 5 3600,GTX 1650 Super,4,0,1,10,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
300,Ryzen 5 3600,GTX 1650,3,0,1,12,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
301,Ryzen 5 3500,RTX 2080 Ti,1,0,2,6,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
302,Ryzen 5 3500,RTX 2080 Super,1,0,2,6,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
303,Ryzen 5 3500,RTX 2080,1,0,2,7,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
304,Ryzen 5 3500,RTX 2070 Super,1,0,1,7,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
305,Ryzen 5 3500,RTX 2070,2,0,1,8,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
306,Ryzen 5 3500,RTX 2060 Super,2,0,1,8,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
307,Ryzen 5 3500,RTX 2060,3,0,1,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
308,Ryzen 5 3500,GTX 1660 Ti,3,0,1,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
309,Ryzen 5 3500,GTX 1660 Super,3,0,1,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
310,Ryzen 5 3500,GTX 1660,4,0,1,10,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
311,Ryzen 5 3500,GTX 1650 Super,4,0,1,11,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
312,Ryzen 5 3500,GTX 1650,1,0,1,12,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
313,Core i9 9900K,RTX 2080 Ti,4,0,4,2,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
314,Core i9 9900K,RTX 2080 Super,4,0,4,4,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
315,Core i9 9900K,RTX 2080,4,0,3,5,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
316,Core i9 9900K,RTX 2070 Super,3,0,3,5,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
317,Core i9 9900K,RTX 2070,3,0,2,6,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
318,Core i9 9900K,RTX 2060 Super,2,0,2,6,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
319,Core i9 9900K,RTX 2060,2,0,2,7,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
320,Core i9 9900K,GTX 1660 Ti,1,0,1,8,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
321,Core i9 9900K,GTX 1660 Super,1,0,1,8,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
322,Core i9 9900K,GTX 1660,1,0,1,9,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
323,Core i9 9900K,GTX 1650 Super,1,0,1,10,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
324,Core i9 9900K,GTX 1650,1,0,1,10,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
325,Core i7 9700K,RTX 2080 Ti,3,0,4,4,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
326,Core i7 9700K,RTX 2080 Super,3,0,4,4,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
327,Core i7 9700K,RTX 2080,3,0,3,5,4,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
328,Core i7 9700K,RTX 2070 Super,3,0,3,5,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
329,Core i7 9700K,RTX 2070,4,0,2,7,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
330,Core i7 9700K,RTX 2060 Super,4,0,2,7,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
331,Core i7 9700K,RTX 2060,4,0,1,8,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
332,Core i7 9700K,GTX 1660 Ti,3,0,1,8,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
333,Core i7 9700K,GTX 1660 Super,3,0,1,8,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
334,Core i7 9700K,GTX 1660,2,0,1,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
335,Core i7 9700K,GTX 1650 Super,2,0,1,10,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
336,Core i7 9700K,GTX 1650,1,0,1,10,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
337,Core i7 9700,RTX 2080 Ti,2,0,3,4,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
338,Core i7 9700,RTX 2080 Super,2,0,3,5,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
339,Core i7 9700,RTX 2080,3,0,2,5,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
340,Core i7 9700,RTX 2070 Super,3,0,2,5,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
341,Core i7 9700,RTX 2070,4,0,2,7,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
342,Core i7 9700,RTX 2060 Super,4,0,1,7,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
343,Core i7 9700,RTX 2060,4,0,1,8,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
344,Core i7 9700,GTX 1660 Ti,4,0,1,8,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
345,Core i7 9700,GTX 1660 Super,4,0,1,8,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
346,Core i7 9700,GTX 1660,3,0,1,9,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
347,Core i7 9700,GTX 1650 Super,3,0,1,10,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
348,Core i7 9700,GTX 1650,3,0,1,10,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
349,Core i5 9400,RTX 2080 Ti,1,0,2,6,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
350,Core i5 9400,RTX 2080 Super,1,0,2,7,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
351,Core i5 9400,RTX 2080,1,0,1,7,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
352,Core i5 9400,RTX 2070 Super,1,0,1,7,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
353,Core i5 9400,RTX 2070,1,0,1,8,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
354,Core i5 9400,RTX 2060 Super,1,0,1,8,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
355,Core i5 9400,RTX 2060,2,0,1,9,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
356,Core i5 9400,GTX 1660 Ti,2,0,1,9,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
357,Core i5 9400,GTX 1660 Super,3,0,1,9,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
358,Core i5 9400,GTX 1660,3,0,1,10,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
359,Core i5 9400,GTX 1650 Super,4,0,1,10,1,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
360,Core i5 9400,GTX 1650,4,0,1,11,1,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
361,Core i9 9900K,GTX 1080 Ti,3,0,3,4,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
362,Core i9 9900K,GTX 1080 ,3,0,3,5,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
363,Core i9 9900K,GTX 1070 Ti,2,0,2,5,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
364,Core i9 9900K,GTX 1070,2,0,2,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
365,Core i9 9900K,GTX 1060 6GB,1,0,1,7,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
366,Core i9 9900K,GTX 1060 3GB,1,0,1,7,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
367,Core i9 9900K,GTX 1050 Ti,1,0,1,8,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
368,Core i9 9900K,GTX 1050,1,0,1,8,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
369,Core i7 9700K,GTX 1080 Ti,3,0,3,4,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
370,Core i7 9700K,GTX 1080 ,3,0,3,5,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
371,Core i7 9700K,GTX 1070 Ti,2,0,2,5,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
372,Core i7 9700K,GTX 1070,2,0,2,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
373,Core i7 9700K,GTX 1060 6GB,1,0,1,7,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
374,Core i7 9700K,GTX 1060 3GB,1,0,1,7,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
375,Core i7 9700K,GTX 1050 Ti,1,0,1,8,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
376,Core i7 9700K,GTX 1050,1,0,1,8,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
377,Core i5 9600K,GTX 1080 Ti,2,0,2,5,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
378,Core i5 9600K,GTX 1080 ,2,0,2,5,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
379,Core i5 9600K,GTX 1070 Ti,2,0,2,5,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
380,Core i5 9600K,GTX 1070,2,0,1,5,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
381,Core i5 9600K,GTX 1060 6GB,3,0,1,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
382,Core i5 9600K,GTX 1060 3GB,3,0,1,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
383,Core i5 9600K,GTX 1050 Ti,3,0,1,7,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
384,Core i5 9600K,GTX 1050,3,0,1,7,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
385,Core i7 8700K,RTX 2080 Ti,2,0,3,4,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
386,Core i7 8700K,RTX 2080,2,0,3,5,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
387,Core i7 8700K,RTX 2070,3,0,3,5,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
388,Core i7 8700K,RTX 2060,3,0,2,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
389,Core i7 8700K,GTX 1080 Ti,2,0,3,5,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
390,Core i7 8700K,GTX 1080 ,3,0,3,5,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
391,Core i7 8700K,GTX 1070 Ti,3,0,2,5,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
392,Core i7 8700K,GTX 1070,3,0,1,5,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
393,Core i7 8700K,GTX 1060 6GB,2,0,1,5,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
394,Core i7 8700K,GTX 1060 3GB,2,0,1,7,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
395,Core i7 8700K,GTX 1050 Ti,2,0,1,7,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
396,Core i7 8700K,GTX 1050,2,0,1,7,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
397,Core i7 8700K,GTX 980 Ti,4,0,0,5,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
398,Core i7 8700K,GTX 980,3,0,0,5,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
399,Core i7 8700K,GTX 970,2,0,0,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
400,Core i7 8700K,GTX 960,2,0,0,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
401,Core i7 8700K,GTX 950,1,0,0,9,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
402,Core i7 8700K,GTX 750 Ti,1,0,0,10,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
403,Core i7 8700K,GTX 750,1,0,0,11,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
404,Core i7 8700,RTX 2080 Ti,2,0,3,5,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
405,Core i7 8700,RTX 2080,2,0,3,5,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
406,Core i7 8700,RTX 2070,2,0,3,5,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
407,Core i7 8700,RTX 2060,3,0,2,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
408,Core i7 8700,GTX 1080 Ti,2,0,3,5,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
409,Core i7 8700,GTX 1080 ,2,0,2,5,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
410,Core i7 8700,GTX 1070 Ti,3,0,2,5,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
411,Core i7 8700,GTX 1070,3,0,1,5,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
412,Core i7 8700,GTX 1060 6GB,3,0,1,5,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
413,Core i7 8700,GTX 1060 3GB,3,0,1,7,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
414,Core i7 8700,GTX 1050 Ti,3,0,1,7,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
415,Core i7 8700,GTX 1050,2,0,1,7,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
416,Core i7 8700,GTX 980 Ti,3,0,0,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
417,Core i7 8700,GTX 980,3,0,0,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
418,Core i7 8700,GTX 970,2,0,0,8,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
419,Core i7 8700,GTX 960,2,0,0,8,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
420,Core i7 8700,GTX 950,1,0,0,10,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
421,Core i7 8700,GTX 750 Ti,1,0,0,11,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
422,Core i7 8700,GTX 750,1,0,0,12,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
423,Core i5 8600K,RTX 2080 Ti,1,0,3,5,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
424,Core i5 8600K,RTX 2080,1,0,3,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
425,Core i5 8600K,RTX 2070,2,0,2,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
426,Core i5 8600K,RTX 2060,3,0,2,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
427,Core i5 8600K,GTX 1080 Ti,1,0,3,5,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
428,Core i5 8600K,GTX 1080 ,1,0,2,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
429,Core i5 8600K,GTX 1070 Ti,2,0,2,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
430,Core i5 8600K,GTX 1070,3,0,1,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
431,Core i5 8600K,GTX 1060 6GB,3,0,1,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
432,Core i5 8600K,GTX 1060 3GB,3,0,1,6,3,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
433,Core i5 8600K,GTX 1050 Ti,3,0,1,8,2,0,0,2021-11-10 12:14:00+09,2021-11-10 12:14:00+09
